41
# x y z
-20	0	0
-19	0	0
-18	0	0
-17	0	0
-16	0	0
-15	0	0
-14	0	0
-13	0	0
-12	0	0
-11	0	0
-10	0	0
-9	0	0
-8	0	0
-7	0	0
-6	0	0
-5	0	0
-4	0	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
741
# a b m n err i ip iperr k r rhoa u valid 
1	2	3	4	2.50000091300899e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.03950027387340e+03	0.00000000000000e+00	1
2	3	4	5	2.50000088881733e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.01973705919868e+03	0.00000000000000e+00	1
3	4	5	6	2.50000088035219e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.11297021636912e+03	0.00000000000000e+00	1
4	5	6	7	2.50000088095127e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.12290980079770e+03	0.00000000000000e+00	1
5	6	7	8	2.50000089085288e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.13339352420379e+03	0.00000000000000e+00	1
6	7	8	9	2.50000091727424e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.10316942155092e+03	0.00000000000000e+00	1
7	8	9	10	2.50000092184107e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.01572627385225e+03	0.00000000000000e+00	1
8	9	10	11	2.50000089583334e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.09394322730011e+03	0.00000000000000e+00	1
9	10	11	12	2.50000088211926e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.20698058418288e+03	0.00000000000000e+00	1
10	11	12	13	2.50000087859062e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.23560627949789e+03	0.00000000000000e+00	1
11	12	13	14	2.50000088371622e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.09202681629705e+03	0.00000000000000e+00	1
12	13	14	15	2.50000090568658e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.04153901755874e+03	0.00000000000000e+00	1
13	14	15	16	2.50000093491703e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	1.99312046593105e+03	0.00000000000000e+00	1
14	15	16	17	2.50000090760390e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	1.96493641410515e+03	0.00000000000000e+00	1
15	16	17	18	2.50000088369814e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.16050289567420e+03	0.00000000000000e+00	1
16	17	18	19	2.50000087579190e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.17269129949746e+03	0.00000000000000e+00	1
17	18	19	20	2.50000087671199e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.11240634615344e+03	0.00000000000000e+00	1
18	19	20	21	2.50000088720079e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.16226459071989e+03	0.00000000000000e+00	1
19	20	21	22	2.50000091400065e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.04437179873696e+03	0.00000000000000e+00	1
20	21	22	23	2.50000091327849e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.14370961062230e+03	0.00000000000000e+00	1
21	22	23	24	2.50000088506729e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.15884531240380e+03	0.00000000000000e+00	1
22	23	24	25	2.50000087303664e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.08972577559806e+03	0.00000000000000e+00	1
23	24	25	26	2.50000087079944e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.07056251085955e+03	0.00000000000000e+00	1
24	25	26	27	2.50000087888900e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.11709898997744e+03	0.00000000000000e+00	1
25	26	27	28	2.50000090513867e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.10177021402783e+03	0.00000000000000e+00	1
26	27	28	29	2.50000093440100e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	1.93093775610028e+03	0.00000000000000e+00	1
27	28	29	30	2.50000090328952e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.15607708848256e+03	0.00000000000000e+00	1
28	29	30	31	2.50000087982044e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.18805550606585e+03	0.00000000000000e+00	1
29	30	31	32	2.50000087535874e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.08997220686586e+03	0.00000000000000e+00	1
30	31	32	33	2.50000087997580e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.20241808619356e+03	0.00000000000000e+00	1
31	32	33	34	2.50000089447942e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.13345173682929e+03	0.00000000000000e+00	1
32	33	34	35	2.50000092096314e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.11478374700977e+03	0.00000000000000e+00	1
33	34	35	36	2.50000091673310e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.08948228940997e+03	0.00000000000000e+00	1
34	35	36	37	2.50000089052645e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.01093035404179e+03	0.00000000000000e+00	1
35	36	37	38	2.50000088074150e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.15839753004675e+03	0.00000000000000e+00	1
36	37	38	39	2.50000088021138e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.15770110518083e+03	0.00000000000000e+00	1
37	38	39	40	2.50000088871811e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.06699927604846e+03	0.00000000000000e+00	1
38	39	40	41	2.50000091293580e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-1.88495559215388e+01	0.00000000000000e+00	2.08380312142000e+03	0.00000000000000e+00	1
1	2	4	5	2.50000371680015e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	1.97830763249503e+03	0.00000000000000e+00	1
2	3	5	6	2.50000368151902e-02	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	-7.53982236861549e+01	0.00000000000000e+00	2.10799603248217e+03	0.00000000000000e+00	1
