2 2549161.271 5569492.241 449.8386459910808
3 2549149.371718924 5569489.8812816255 450.1220976360808
4 2549137.5836800174 5569487.614003458 450.5558103740808
5 2549125.9646306275 5569485.275050612 450.8835738020808
6 2549114.3042502357 5569482.964993702 451.1521654460808
7 2549102.2592852907 5569480.69306996 451.40266162566627
8 2549090.6782627297 5569478.519161907 451.71168632302795
9 2549078.8090413273 5569476.224465399 452.10883186519254
10 2549066.990369095 5569474.0000714 452.514240555849
11 2549055.3161083083 5569471.650786274 452.9079320970671
12 2549043.550688235 5569469.388102425 453.16309288029964
23 2549163.611012472 5569480.111657454 448.0838642800808
22 2549151.7840698627 5569477.963524015 448.5069566670808
21 2549140.032232604 5569475.811007197 448.8585919770808
20 2549128.2527995487 5569473.48405156 449.2489280486855
19 2549116.4634713973 5569471.188009011 449.5242262160808
18 2549104.6432677754 5569468.93284452 449.82715379519937
17 2549092.888007389 5569466.677425403 450.285637517118
16 2549081.147148419 5569464.330211335 450.7709682329962
15 2549069.4048880176 5569462.101104085 451.3780704022885
14 2549057.653795924 5569459.846556052 452.0553208629354
13 2549045.708963968 5569457.650102212 452.35320613933004
24 2549165.9182052896 5569468.357929764 446.7844819480808
25 2549154.05224179 5569466.255033982 447.2900666596954
26 2549143.1406485755 5569463.354300947 447.42955271257637
27 2549130.346184499 5569461.71244269 447.82079520526094
28 2549118.7075789 5569459.498898903 448.3500354295287
29 2549106.867706581 5569457.210326276 448.5714610766254
30 2549095.1459491192 5569454.867325008 449.2833723041117
31 2549083.3870869414 5569452.561920281 449.8040196566931
32 2549071.599801019 5569450.299539631 450.501479360182
33 2549059.847514671 5569448.094031229 451.13185684302954
34 2549049.635975429 5569446.538312143 451.7544630082545
45 2549168.037954339 5569456.607852099 445.785018368346
44 2549156.35667073 5569454.3019580515 445.8741344204859
43 2549144.5233526165 5569452.018354552 446.1801441717413
42 2549132.5715228776 5569449.816615346 446.96108157263285
41 2549120.869710593 5569447.745314643 447.2509502851048
40 2549109.161004342 5569445.485374958 447.8502525681381
39 2549097.295007377 5569443.204678602 448.4661460653703
38 2549085.6591472314 5569441.015843859 449.46673539373876
37 2549073.841590034 5569438.920393212 449.97328632678216
36 2549062.069955013 5569436.483400662 450.8395685188724
35 2549050.3552811695 5569434.111799634 451.7116316549647
46 2549170.3041975335 5569444.5102611985 444.1617809137299
47 2549158.6025675964 5569442.297234686 444.3555539405846
48 2549146.596867409 5569439.703830902 444.8686951202266
49 2549134.927541695 5569437.800834268 445.4439195830314
50 2549123.077887772 5569435.953535486 446.0262879306665
51 2549111.312916342 5569433.7935176045 446.91021712012247
52 2549099.4749758043 5569431.661269378 447.8858995473226
53 2549087.801343987 5569429.461178665 448.97614728486496
54 2549076.098960742 5569426.879634884 449.6602441626552
55 2549064.3667646307 5569424.57679033 450.62314433448904
56 2549052.5397680434 5569422.31017365 451.5817848426832
67 2549172.645330998 5569432.755694556 442.59441609744164
66 2549161.2589572314 5569430.141001165 442.89277527940965
65 2549148.8844121983 5569427.410694964 443.61840430648124
64 2549137.158809339 5569425.2056372315 444.414740436569
63 2549125.482139983 5569422.950815506 445.22406655977386
62 2549113.748648392 5569420.706586894 446.23821061220826
61 2549101.97306038 5569418.795983957 447.3679731736521
60 2549090.2163296062 5569416.5975115895 448.40071941848623
59 2549078.5160501 5569414.544028147 449.31200821191044
58 2549066.676614762 5569412.381125898 450.44554484076747
57 2549054.848945991 5569410.4984818585 451.55217220705043
68 2549175.416294993 5569417.8733186405 440.7769595810808
69 2549160.6671292656 5569415.355371403 441.7532736106456
70 2549146.088701307 5569412.568664505 442.88219713486694
71 2549131.2617888087 5569409.865934087 444.13433177141553
72 2549116.7595241237 5569407.228941358 445.40586656378116
73 2549101.920008236 5569404.7262564385 446.9166579776754
74 2549087.6483640554 5569401.62144071 448.1222081713358
75 2549073.1767854877 5569398.8212301675 450.0517879620489
76 2549058.198528427 5569395.899901917 452.40000333767784
85 2549178.5500790947 5569403.163404218 439.1735376210808
84 2549162.9521989897 5569400.995486734 440.2319062625273
83 2549148.3847213234 5569398.708519669 441.4771366516345
82 2549133.692373563 5569396.640422778 442.83312100854056
81 2549118.9712026664 5569394.504936268 444.3679169322761
80 2549104.2852548617 5569392.221712621 445.80319503042233
79 2549089.7006585593 5569389.679114046 447.46539220571924
78 2549075.3026544014 5569387.301659459 450.22283253989247
77 2549060.415603156 5569384.79916467 453.23651492048884
86 2549180.832084635 5569388.689367155 437.4978668910808
87 2549166.650729921 5569386.7520888485 439.20322682067456
88 2549151.979889075 5569384.478791879 439.5602952882814
89 2549137.2704012515 5569382.087344153 440.9841640993671
90 2549122.3461930724 5569379.938525125 442.4935224574897
91 2549107.5867489437 5569377.897259724 443.7260721653485
98 2549184.016654562 5569373.9082310395 435.0665397010808
97 2549169.1132220686 5569371.966395673 436.4207168610808
96 2549154.4922327423 5569369.822539207 437.3974266054178
95 2549139.51845736 5569367.747099394 438.5834894085422
94 2549124.8105937084 5569365.552202774 439.8111198281252
93 2549110.0539848288 5569363.3200527765 441.0181797931094
92 2549095.4182779933 5569361.212498042 442.83262723973576
